WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,Dorothy J. Tillman,Felicia H. Simmons-Stovall,Lona Lane,Don Gordon,Joann Thompson,Scott Waguespack,Ted Matlak,"Howard B. Brookins, Jr.",Bernard L. Stone,Michele Smith,Toni L. Foulkes,Joe Moore,Vilma Colom,Michael D. Chandler,Vi Daley,Bob Fioretti,"Leroy J. Jones, Jr.",Naisy Dolar,Shirley A. Coleman,Pat Dowell,Sharon Denise Dixon,Paul Stewart,Madeline L. Haithcock,Rey Colón
47,24,,,,,,,,,,,,,,,,,,,,,,,,,,
47,25,,,,,,,,,,,,,,,,,,,,,,,,,,
47,26,,,,,,,,,,,,,,,,,,,,,,,,,,
47,27,,,,,,,,,,,,,,,,,,,,,,,,,,
47,28,,,,,,,,,,,,,,,,,,,,,,,,,,
47,29,,,,,,,,,,,,,,,,,,,,,,,,,,
47,30,,,,,,,,,,,,,,,,,,,,,,,,,,
47,31,,,,,,,,,,,,,,,,,,,,,,,,,,
47,32,,,,,,,,,,,,,,,,,,,,,,,,,,
47,33,,,,,,,,,,,,,,,,,,,,,,,,,,
47,34,,,,,,,,,,,,,,,,,,,,,,,,,,
47,35,,,,,,,,,,,,,,,,,,,,,,,,,,
47,36,,,,,,,,,,,,,,,,,,,,,,,,,,
47,37,,,,,,,,,,,,,,,,,,,,,,,,,,
47,38,,,,,,,,,,,,,,,,,,,,,,,,,,
47,39,,,,,,,,,,,,,,,,,,,,,,,,,,
47,40,,,,,,,,,,,,,,,,,,,,,,,,,,
47,41,,,,,,,,,,,,,,,,,,,,,,,,,,
47,42,,,,,,,,,,,,,,,,,,,,,,,,,,
47,43,,,,,,,,,,,,,,,,,,,,,,,,,,
47,44,,,,,,,,,,,,,,,,,,,,,,,,,,
47,45,,,,,,,,,,,,,,,,,,,,,,,,,,
47,46,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,,,,,,,,,,,,,,,,,,,,,,,,,,
47,49,,,,,,,,,,,,,,,,,,,,,,,,,,
47,50,,,,,,,,,,,,,,,,,,,,,,,,,,
47,51,,,,,,,,,,,,,,,,,,,,,,,,,,
47,52,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5,,,,,,,,,,,,,,,,,,,,,,,,,,
48,6,,,,,,,,,,,,,,,,,,,,,,,,,,
48,7,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8,,,,,,,,,,,,,,,,,,,,,,,,,,
48,9,,,,,,,,,,,,,,,,,,,,,,,,,,
48,10,,,,,,,,,,,,,,,,,,,,,,,,,,
48,11,,,,,,,,,,,,,,,,,,,,,,,,,,
48,12,,,,,,,,,,,,,,,,,,,,,,,,,,
48,13,,,,,,,,,,,,,,,,,,,,,,,,,,
48,14,,,,,,,,,,,,,,,,,,,,,,,,,,
48,15,,,,,,,,,,,,,,,,,,,,,,,,,,
48,16,,,,,,,,,,,,,,,,,,,,,,,,,,
48,17,,,,,,,,,,,,,,,,,,,,,,,,,,
48,18,,,,,,,,,,,,,,,,,,,,,,,,,,
48,19,,,,,,,,,,,,,,,,,,,,,,,,,,
48,20,,,,,,,,,,,,,,,,,,,,,,,,,,
48,21,,,,,,,,,,,,,,,,,,,,,,,,,,
48,22,,,,,,,,,,,,,,,,,,,,,,,,,,
48,23,,,,,,,,,,,,,,,,,,,,,,,,,,
48,24,,,,,,,,,,,,,,,,,,,,,,,,,,
48,25,,,,,,,,,,,,,,,,,,,,,,,,,,
48,26,,,,,,,,,,,,,,,,,,,,,,,,,,
48,27,,,,,,,,,,,,,,,,,,,,,,,,,,
48,28,,,,,,,,,,,,,,,,,,,,,,,,,,
48,29,,,,,,,,,,,,,,,,,,,,,,,,,,
48,30,,,,,,,,,,,,,,,,,,,,,,,,,,
48,31,,,,,,,,,,,,,,,,,,,,,,,,,,
48,32,,,,,,,,,,,,,,,,,,,,,,,,,,
48,33,,,,,,,,,,,,,,,,,,,,,,,,,,
48,34,,,,,,,,,,,,,,,,,,,,,,,,,,
48,35,,,,,,,,,,,,,,,,,,,,,,,,,,
48,36,,,,,,,,,,,,,,,,,,,,,,,,,,
48,37,,,,,,,,,,,,,,,,,,,,,,,,,,
48,38,,,,,,,,,,,,,,,,,,,,,,,,,,
48,39,,,,,,,,,,,,,,,,,,,,,,,,,,
48,40,,,,,,,,,,,,,,,,,,,,,,,,,,
48,41,,,,,,,,,,,,,,,,,,,,,,,,,,
48,42,,,,,,,,,,,,,,,,,,,,,,,,,,
48,43,,,,,,,,,,,,,,,,,,,,,,,,,,
48,44,,,,,,,,,,,,,,,,,,,,,,,,,,
48,45,,,,,,,,,,,,,,,,,,,,,,,,,,
48,46,,,,,,,,,,,,,,,,,,,,,,,,,,
48,47,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,,,,,,,,,,,,,,,,,,,,,,,,,,
48,50,,,,,,,,,,,,,,,,,,,,,,,,,,
48,51,,,,,,,,,,,,,,,,,,,,,,,,,,
48,52,,,,,,,,,,,,,,,,,,,,,,,,,,
48,53,,,,,,,,,,,,,,,,,,,,,,,,,,
48,54,,,,,,,,,,,,,,,,,,,,,,,,,,
48,55,,,,,,,,,,,,,,,,,,,,,,,,,,
48,56,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,601,206,,,,48,,,,,,,,157,,,,,,,,,,,,
49,2,690,253,,,,110,,,,,,,,143,,,,,,,,,,,,
49,3,376,160,,,,67,,,,,,,,93,,,,,,,,,,,,
49,4,352,120,,,,50,,,,,,,,70,,,,,,,,,,,,
49,5,589,229,,,,87,,,,,,,,141,,,,,,,,,,,,
49,6,609,213,,,,150,,,,,,,,62,,,,,,,,,,,,
49,7,478,165,,,,87,,,,,,,,78,,,,,,,,,,,,
49,8,573,218,,,,128,,,,,,,,90,,,,,,,,,,,,
49,9,474,159,,,,69,,,,,,,,90,,,,,,,,,,,,
49,10,426,177,,,,85,,,,,,,,92,,,,,,,,,,,,
49,11,431,153,,,,70,,,,,,,,83,,,,,,,,,,,,
49,12,576,197,,,,96,,,,,,,,101,,,,,,,,,,,,
49,13,621,257,,,,137,,,,,,,,120,,,,,,,,,,,,
49,14,521,193,,,,119,,,,,,,,74,,,,,,,,,,,,
49,15,520,128,,,,36,,,,,,,,92,,,,,,,,,,,,
49,16,408,173,,,,85,,,,,,,,88,,,,,,,,,,,,
49,17,162,12,,,,8,,,,,,,,4,,,,,,,,,,,,
49,18,357,160,,,,106,,,,,,,,54,,,,,,,,,,,,
49,19,619,194,,,,53,,,,,,,,140,,,,,,,,,,,,
49,20,693,305,,,,110,,,,,,,,195,,,,,,,,,,,,
49,21,520,70,,,,51,,,,,,,,19,,,,,,,,,,,,
49,22,434,223,,,,102,,,,,,,,121,,,,,,,,,,,,
49,23,500,167,,,,56,,,,,,,,111,,,,,,,,,,,,
49,24,582,198,,,,99,,,,,,,,99,,,,,,,,,,,,
49,25,599,220,,,,120,,,,,,,,99,,,,,,,,,,,,
49,26,616,259,,,,90,,,,,,,,169,,,,,,,,,,,,
49,27,720,193,,,,89,,,,,,,,104,,,,,,,,,,,,
49,28,509,149,,,,80,,,,,,,,69,,,,,,,,,,,,
49,29,636,242,,,,149,,,,,,,,93,,,,,,,,,,,,
49,30,574,237,,,,127,,,,,,,,110,,,,,,,,,,,,
49,31,418,138,,,,53,,,,,,,,84,,,,,,,,,,,,
49,32,403,134,,,,76,,,,,,,,57,,,,,,,,,,,,
49,33,414,156,,,,70,,,,,,,,86,,,,,,,,,,,,
49,34,652,215,,,,98,,,,,,,,117,,,,,,,,,,,,
49,35,626,266,,,,167,,,,,,,,98,,,,,,,,,,,,
49,36,732,255,,,,145,,,,,,,,110,,,,,,,,,,,,
49,37,688,212,,,,108,,,,,,,,104,,,,,,,,,,,,
49,38,449,117,,,,44,,,,,,,,72,,,,,,,,,,,,
49,39,574,169,,,,84,,,,,,,,85,,,,,,,,,,,,
49,40,485,164,,,,83,,,,,,,,80,,,,,,,,,,,,
49,41,517,170,,,,99,,,,,,,,71,,,,,,,,,,,,
49,42,595,187,,,,85,,,,,,,,102,,,,,,,,,,,,
50,1,682,415,,,,,,,,,230,,,,,,,,,185,,,,,,
50,2,740,366,,,,,,,,,194,,,,,,,,,169,,,,,,
50,3,525,312,,,,,,,,,186,,,,,,,,,125,,,,,,
50,4,605,267,,,,,,,,,114,,,,,,,,,153,,,,,,
50,5,665,369,,,,,,,,,252,,,,,,,,,117,,,,,,
50,6,419,213,,,,,,,,,97,,,,,,,,,116,,,,,,
50,7,599,308,,,,,,,,,78,,,,,,,,,230,,,,,,
50,8,605,166,,,,,,,,,53,,,,,,,,,112,,,,,,
50,9,568,228,,,,,,,,,77,,,,,,,,,151,,,,,,
50,10,518,233,,,,,,,,,142,,,,,,,,,89,,,,,,
50,11,587,327,,,,,,,,,257,,,,,,,,,70,,,,,,
50,12,299,205,,,,,,,,,185,,,,,,,,,20,,,,,,
50,13,813,270,,,,,,,,,121,,,,,,,,,145,,,,,,
50,14,237,158,,,,,,,,,122,,,,,,,,,35,,,,,,
50,15,556,319,,,,,,,,,50,,,,,,,,,269,,,,,,
50,16,253,172,,,,,,,,,140,,,,,,,,,32,,,,,,
50,17,712,213,,,,,,,,,122,,,,,,,,,91,,,,,,
50,18,550,252,,,,,,,,,135,,,,,,,,,117,,,,,,
50,19,594,260,,,,,,,,,141,,,,,,,,,116,,,,,,
50,20,575,245,,,,,,,,,61,,,,,,,,,184,,,,,,
50,21,589,297,,,,,,,,,73,,,,,,,,,223,,,,,,
50,22,806,220,,,,,,,,,75,,,,,,,,,145,,,,,,
50,23,514,187,,,,,,,,,134,,,,,,,,,53,,,,,,
50,24,781,214,,,,,,,,,119,,,,,,,,,94,,,,,,
50,25,664,308,,,,,,,,,223,,,,,,,,,85,,,,,,
50,26,622,180,,,,,,,,,100,,,,,,,,,80,,,,,,
50,27,206,119,,,,,,,,,79,,,,,,,,,40,,,,,,
50,28,634,234,,,,,,,,,138,,,,,,,,,96,,,,,,
50,29,672,246,,,,,,,,,77,,,,,,,,,169,,,,,,
50,30,563,294,,,,,,,,,205,,,,,,,,,89,,,,,,
50,31,221,131,,,,,,,,,119,,,,,,,,,11,,,,,,
50,32,623,168,,,,,,,,,70,,,,,,,,,98,,,,,,
50,33,534,209,,,,,,,,,147,,,,,,,,,62,,,,,,
50,34,599,221,,,,,,,,,163,,,,,,,,,56,,,,,,
50,35,660,297,,,,,,,,,66,,,,,,,,,231,,,,,,
50,36,581,288,,,,,,,,,66,,,,,,,,,222,,,,,,
50,37,619,266,,,,,,,,,53,,,,,,,,,213,,,,,,
50,38,285,199,,,,,,,,,159,,,,,,,,,40,,,,,,
50,39,573,270,,,,,,,,,199,,,,,,,,,71,,,,,,
50,40,686,377,,,,,,,,,276,,,,,,,,,100,,,,,,
50,41,653,379,,,,,,,,,233,,,,,,,,,146,,,,,,
50,42,530,269,,,,,,,,,80,,,,,,,,,189,,,,,,
50,43,712,251,,,,,,,,,86,,,,,,,,,163,,,,,,
50,44,533,240,,,,,,,,,180,,,,,,,,,60,,,,,,
50,45,325,186,,,,,,,,,138,,,,,,,,,48,,,,,,
